track_name,track_artist,track_popularity,track_album_name,track_album_release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,release_year,release_month,release_day
"Frijo: Bzrp Music Sessions, Vol. 10",Bizarrap,50,"Frijo: Bzrp Music Sessions, Vol. 10",2019-07-21,0.851,0.599,8,-5.347,1,0.0985,0.258,0.0,0.179,0.668,99.981,130912,2019,7,21
Hokusai,Cap Kendricks,50,Hokusai,2019-12-13,0.64,0.553,6,-10.941,0,0.0304,0.0616,0.946,0.115,0.485,129.98,153571,2019,12,13
One Time 4 Your Mind,Nas,50,Illmatic,1994-04-19,0.823,0.547,4,-6.928,0,0.297,0.0547,0.0,0.229,0.483,77.791,198800,1994,4,19
Another Brick In The Wall - 2001 Remastered Version,Pink Floyd,50,A Collection Of Great Dance Songs,1981-11-01,0.71,0.436,0,-12.532,1,0.0299,0.0282,0.00298,0.583,0.727,104.136,230867,1981,11,1
Unforgettable - The Four Performance,Zhavia Ward,50,Unforgettable (The Four Performance),2018-01-04,0.592,0.846,6,-5.045,1,0.0411,0.273,0.00322,0.115,0.582,94.942,183368,2018,1,4
Neighbors,Don Philippe,50,Neighbors,2019-11-24,0.747,0.0986,5,-17.918,0,0.11,0.321,0.735,0.104,0.711,144.95,126778,2019,11,24
Dancing In The Dark,Lucy Dacus,50,Dancing In The Dark,2019-09-12,0.437,0.764,9,-9.056,1,0.0408,0.000794,0.00421,0.202,0.426,76.977,200539,2019,9,12
People Have the Power,Patti Smith,50,Dream Of Life,1988-12-10,0.622,0.737,2,-9.296,1,0.0289,0.0349,4.6e-06,0.318,0.742,130.255,310400,1988,12,10
Rewind,Cornpop,50,Rewind,2017-02-24,0.725,0.823,7,-4.76,1,0.0814,0.0336,0.0693,0.191,0.237,112.045,207615,2017,2,24
Like I Do,AWA,50,Like I Do,2019-11-21,0.758,0.629,0,-5.15,0,0.206,0.4,0.00282,0.166,0.663,92.139,233671,2019,11,21
Paradise (feat. KStewart),Matoma,50,Paradise (feat. KStewart),2016-04-15,0.783,0.771,8,-4.029,0,0.114,0.0651,0.000136,0.274,0.598,103.011,184173,2016,4,15
Meisjes Blijven Meisjes,Frenna,50,Vestival Presents Meisjes Blijven Meisjes,2015-07-31,0.638,0.813,8,-5.303,0,0.0648,0.00783,0.0,0.281,0.689,130.1,201266,2015,7,31
Tu Amor Es Como Un Río,Kany Garcia,50,Contra el Viento,2019-05-17,0.861,0.654,7,-7.871,1,0.0377,0.716,2.37e-06,0.111,0.759,127.95,227840,2019,5,17
Don't Let Go,Viva La Panda,50,Don't Let Go,2019-10-23,0.616,0.701,1,-6.852,1,0.029,0.445,0.00388,0.0844,0.299,119.94,157500,2019,10,23
Juanita la Chismosa,El Caribefunk,50,El Caribefunk,2015-09-27,0.761,0.606,9,-4.686,1,0.0376,0.652,0.0,0.281,0.956,90.028,298451,2015,9,27
Never Would Have Made It,Teyana Taylor,50,K.T.S.E.,2018-06-23,0.63,0.456,4,-9.568,1,0.131,0.473,2.61e-06,0.216,0.362,107.809,159924,2018,6,23
Go Getta,Jeezy,50,The Inspiration,2006-01-01,0.397,0.74,3,-6.584,0,0.143,0.105,0.0,0.15,0.431,174.039,229347,2006,1,1
Car Wash,Rose Royce,50,Car Wash,1976-01-01,0.667,0.521,9,-13.212,0,0.115,0.202,6.55e-05,0.0723,0.856,117.917,307573,1976,1,1
Push It to the Limit,Corbin Bleu,50,Another Side,2007-01-01,0.815,0.906,5,-3.194,0,0.0561,0.0116,2.06e-06,0.0691,0.783,125.974,196960,2007,1,1
Shake Your Body (Down to the Ground),The Jacksons,50,Destiny,1978-12-17,0.82,0.613,0,-9.152,1,0.0606,0.0208,0.000101,0.372,0.816,117.602,479440,1978,12,17
Renegade Music,Papa Roach,50,Who Do You Trust?,2019-01-18,0.412,0.896,2,-3.807,1,0.0967,0.000155,0.00471,0.134,0.434,172.343,203921,2019,1,18
Rio Roadtrippin',Ozoyo,50,Rio Roadtrippin',2019-12-27,0.721,0.769,6,-8.095,0,0.165,0.134,0.651,0.166,0.832,78.99,153418,2019,12,27
You & I,TRXD,50,You & I,2019-10-25,0.68,0.867,1,-6.054,1,0.0719,0.122,1.3e-05,0.0645,0.667,117.012,163077,2019,10,25
Pro Dia Nascer Feliz,Jetlag Music,50,Pro Dia Nascer Feliz,2019-12-16,0.67,0.846,9,-6.543,0,0.0884,0.164,0.0,0.113,0.589,124.016,203226,2019,12,16
Hold on Tight,Sterkøl,50,Hold on Tight,2019-11-01,0.61,0.753,0,-5.688,1,0.119,0.0646,0.0,0.133,0.606,128.074,168751,2019,11,1
Imperfect Circle,Jorja Smith,50,Project 11,2016-11-17,0.491,0.614,7,-8.521,0,0.15,0.176,0.0454,0.103,0.215,175.572,274486,2016,11,17
Don’t Leave,Seven Lions,50,Don't Leave,2017-05-15,0.523,0.716,11,-5.873,1,0.0355,0.0045,0.000669,0.3,0.386,131.972,169107,2017,5,15
Hold Your Hand,NAV,50,RECKLESS,2018-05-18,0.766,0.614,5,-5.431,0,0.0484,0.19,0.0,0.157,0.299,134.028,234853,2018,5,18
Smile Again,Green Assassin Dollar,50,Smile Again,2019-11-29,0.753,0.443,8,-9.697,1,0.448,0.948,0.67,0.313,0.73,83.047,57831,2019,11,29
"Slime Shit (feat. Yak Gotti, Duke & Peewee Roscoe)",Young Thug,50,Slime Season 3,2016-03-25,0.896,0.423,8,-7.987,1,0.44,0.02,0.0,0.182,0.282,132.928,278040,2016,3,25
Outlaws,Manse,50,Outlaws,2019-10-25,0.448,0.917,3,-3.278,1,0.0483,0.00172,1.13e-05,0.151,0.243,127.976,217500,2019,10,25
Cyclone,Trove,50,Trove,2020-01-03,0.518,0.774,5,-6.973,0,0.158,0.0783,0.0,0.152,0.69,91.982,204946,2020,1,3
Midnight Blue,Lou Gramm,50,Ready Or Not,1987-03-03,0.664,0.695,0,-11.543,1,0.0292,0.134,0.0444,0.108,0.656,113.762,236093,1987,3,3
Blue (Da Ba Dee) - Sound of Legend Version Edit,Sound Of Legend,50,Blue (Da Ba Dee) [Sound of Legend Version Edit],2016-10-28,0.575,0.978,7,-1.81,0,0.0613,0.125,0.000347,0.118,0.212,128.013,179893,2016,10,28
Shower Me With Your Love,Surface,50,2nd Wave (Expanded Edition),1988-06-10,0.632,0.356,9,-10.811,1,0.0309,0.523,5.76e-06,0.0961,0.197,131.28,294960,1988,6,10
Think of You - Radio Edit,Whigfield,50,Think of You - Single,1995-05-08,0.696,0.806,8,-11.141,1,0.0361,0.0631,0.00155,0.0343,0.871,127.395,243069,1995,5,8
Patser Bounce,Dimitri Vegas & Like Mike,50,Patser Bounce,2018-02-01,0.295,0.969,9,-5.525,1,0.0729,0.00224,0.773,0.104,0.22,137.746,152421,2018,2,1
Tiger,R3HAB,50,Tiger,2015-06-12,0.662,0.877,2,-3.592,1,0.0557,0.00193,0.00644,0.0775,0.441,127.994,200628,2015,6,12
Nobody.knows,Brenky,50,Statera,2018-10-05,0.477,0.13,10,-14.846,0,0.131,0.776,0.94,0.142,0.45,148.643,109674,2018,10,5
Days Gone By,Van Morrison,50,Days Gone By,2019-10-11,0.74,0.714,7,-6.407,1,0.0559,0.415,0.0,0.117,0.816,140.042,463400,2019,10,11
The Bomb (These Sounds Fall Into My Mind),The Bucketheads,50,All In The Mind,1995-03-03,0.782,0.874,5,-3.57,1,0.0384,0.0027,0.343,0.0766,0.872,125.917,202934,1995,3,3
Duhan,Mazlum Uruc,50,Duhan,2017-02-21,0.384,0.704,5,-7.49,0,0.181,0.0423,0.00014,0.154,0.0855,193.841,176920,2017,2,21
Feel the heat of the night - Radio Edit,Masterboy,50,Feel the heat of the night,2006-01-23,0.625,0.917,9,-6.893,0,0.0396,0.0136,0.00338,0.324,0.9,137.968,221840,2006,1,23
Si Alguna Vez,Mon Laferte,50,Norma,2018-11-09,0.739,0.613,2,-5.663,1,0.0287,0.753,0.0,0.39,0.855,126.952,233347,2018,11,9
I Forgot To Be Your Lover,William Bell,50,The Very Best Of William Bell,2007-01-01,0.33,0.42,4,-8.383,0,0.0275,0.298,0.0,0.124,0.761,140.327,140733,2007,1,1
Stand By Me - Remastered,Oasis,50,Be Here Now (Deluxe Edition) [Remastered],1997-08-21,0.192,0.824,7,-2.605,1,0.041,0.0854,0.00284,0.182,0.347,169.964,355867,1997,8,21
Kill For You,Skylar Grey,50,Natural Causes,2016-09-23,0.67,0.8,4,-5.933,0,0.297,0.151,3.47e-06,0.613,0.268,95.693,291667,2016,9,23
Dark Nights,Dorothy,50,ROCKISDEAD,2016-06-24,0.163,0.843,2,-4.175,1,0.0561,0.00107,0.0,0.279,0.616,167.872,189770,2016,6,24
Magpakailanman,Rocksteddy,50,Tsubtsatagilidakeyn,2005-05-11,0.685,0.555,9,-6.988,1,0.0259,0.0621,0.0,0.157,0.332,105.042,326120,2005,5,11
Dancer,Gino Soccio,50,Outline,1979-07-15,0.896,0.339,11,-9.576,0,0.0884,0.0183,0.552,0.0311,0.389,122.106,508120,1979,7,15
Snatch,Bassjackers,50,Snatch,2019-07-22,0.697,0.966,8,-3.396,1,0.119,0.000652,0.0672,0.106,0.353,130.016,181846,2019,7,22
Glory,Bastille,50,Wild World (Complete Edition),2016-09-09,0.558,0.647,6,-5.851,1,0.0638,0.603,0.0,0.0739,0.266,124.01,281866,2016,9,9
All Around You,Sturgill Simpson,50,A Sailor's Guide to Earth,2016-04-15,0.312,0.562,9,-6.495,1,0.0298,0.123,0.173,0.136,0.514,185.725,215693,2016,4,15
Say Amen (Saturday Night),Panic! At The Disco,50,Say Amen for Silver Linings,2018-03-21,0.491,0.867,6,-2.313,0,0.103,0.167,0.0,0.458,0.602,167.965,189187,2018,3,21
Mind,Declan McKenna,50,What Do You Think About the Car?,2017-07-21,0.437,0.785,8,-5.781,1,0.0277,0.00461,6.95e-05,0.231,0.58,180.922,260267,2017,7,21
LOVEHAPPY,The Carters,50,EVERYTHING IS LOVE,2018-06-18,0.651,0.906,0,-5.29,1,0.228,0.0114,0.0,0.169,0.579,81.994,229027,2018,6,18
Nonno Hollywood,Enrico Nigiotti,50,Nonno Hollywood,2019-02-06,0.622,0.56,7,-5.256,1,0.0562,0.159,0.0,0.139,0.334,126.031,226993,2019,2,6
Dontchange - Album Version (Edited),Musiq Soulchild,50,Juslisen,2002-01-01,0.543,0.526,6,-6.664,0,0.0316,0.218,0.0,0.0959,0.2,101.966,304427,2002,1,1
I'll Give All My Love to You,Keith Sweat,50,The Best of Keith Sweat: Make You Sweat,2004-01-13,0.62,0.514,8,-7.948,1,0.0417,0.431,0.0,0.148,0.453,140.062,269027,2004,1,13
X - Spanglish Version,Nicky Jam,50,X (Spanglish Version),2018-04-27,0.658,0.721,9,-3.803,0,0.0699,0.00217,0.000396,0.341,0.677,180.033,172128,2018,4,27
Phantom,Nightly,50,The Sound Of Your Voice,2018-11-09,0.58,0.795,4,-5.123,0,0.036,0.00287,0.000202,0.134,0.27,126.013,201735,2018,11,9
Reckless Lover - Acoustic,Handsome Ghost,50,Reckless Lover (Acoustic),2018-03-09,0.633,0.222,10,-10.381,1,0.0301,0.855,0.0,0.107,0.61,111.411,240579,2018,3,9
Mistaken (feat. Alex Aris) - Club Mix,Martin Garrix,50,Mistaken (feat. Alex Aris),2019-03-31,0.61,0.782,6,-6.878,0,0.0462,0.0678,0.132,0.0693,0.119,128.004,282476,2019,3,31
You're in My Heart (The Final Acclaim),Rod Stewart,50,Foot Loose & Fancy Free,1977-10-11,0.553,0.328,9,-10.797,1,0.0341,0.643,0.0,0.109,0.345,103.472,270960,1977,10,11
Alcoholizados,La Santa Grifa,50,"Exitos, Vol. 2",2017-03-09,0.688,0.717,1,-5.146,1,0.27,0.079,0.0,0.433,0.586,75.441,292023,2017,3,9
Dembow,Tommy Boysen,50,Dembow,2020-01-01,0.82,0.782,10,-2.474,1,0.0557,0.409,1.29e-05,0.107,0.805,88.031,137384,2020,1,1
Diosa De La Noche,Gloria Trevi,50,Diosa De La Noche,2019-05-31,0.756,0.866,9,-5.097,0,0.0338,0.0323,0.00122,0.221,0.532,130.016,274973,2019,5,31
Atmosphere - 2010 Remaster,Joy Division,50,Substance,2010-09-25,0.615,0.386,6,-11.813,1,0.0315,0.227,0.523,0.116,0.442,120.032,249479,2010,9,25
Flowers,Jacob Tillberg,50,Flowers,2019-03-24,0.754,0.652,11,-4.924,0,0.0308,0.174,0.0,0.113,0.474,95.006,192013,2019,3,24
La Roca,Ivy Queen,50,La Roca,2019-10-25,0.861,0.761,7,-4.249,1,0.217,0.114,0.000219,0.202,0.936,130.061,195573,2019,10,25
Swing,Emir Pabón,50,Swing,2019-11-29,0.722,0.887,5,-3.434,0,0.0458,0.191,3.16e-05,0.185,0.962,91.021,217013,2019,11,29
BARRACA (feat. MC Pikachu),Garmiani,50,BARRACA (feat. MC Pikachu),2019-05-03,0.708,0.984,5,-1.262,0,0.0747,0.2,0.38,0.351,0.929,128.031,150020,2019,5,3
I Wanna Go,Summer Heart,50,About A Feeling,2012-04-25,0.611,0.742,7,-7.402,1,0.0445,0.00768,0.831,0.232,0.343,103.039,247572,2012,4,25
Silhouette,Goldroom,50,West Of The West,2016-09-23,0.715,0.641,0,-7.008,1,0.0391,0.0827,0.125,0.122,0.222,115.014,268040,2016,9,23
Storm (feat. Kyra Mastro),Famba,50,Storm (feat. Kyra Mastro),2019-08-09,0.751,0.719,11,-6.137,0,0.101,0.0365,0.0146,0.203,0.292,122.05,192441,2019,8,9
Pegadito Suavecito,Elvis Crespo,50,One Flag,2015-07-13,0.777,0.892,8,-3.54,1,0.0303,0.186,8.93e-06,0.0747,0.821,115.02,226120,2015,7,13
A Vapor,Sky,50,A Vapor,2020-01-17,0.868,0.619,11,-5.008,1,0.0932,0.18,0.0,0.122,0.85,90.989,264427,2020,1,17
Tengo Niveles,J Montez,50,Tengo Niveles,2020-01-01,0.786,0.892,6,-3.442,0,0.215,0.002,0.0,0.0513,0.401,179.904,152009,2020,1,1
Nah Nah,Carnage,50,Nah Nah,2019-09-20,0.683,0.976,1,-2.356,1,0.112,0.00954,0.864,0.136,0.35,149.947,169641,2019,9,20
Life's What You Make It,Graham Colton,50,Life's What You Make It,2016-03-04,0.655,0.686,7,-5.701,1,0.028,0.371,1.13e-06,0.113,0.544,112.974,186109,2016,3,4
While My Guitar Gently Weeps,Regina Spektor,50,Kubo and the Two Strings (Original Motion Picture Soundtrack),2016-08-05,0.696,0.315,11,-15.067,0,0.0318,0.237,4.06e-05,0.131,0.224,112.998,323787,2016,8,5
Posse On Broadway,Sir Mix-A-Lot,50,Swass,1988-01-01,0.819,0.292,7,-15.114,1,0.49,0.0269,0.0,0.361,0.516,173.055,304880,1988,1,1
Dime,Julia Medina,50,No Dejo De Bailar,2019-10-17,0.656,0.723,9,-5.744,1,0.0509,0.0267,0.0,0.0951,0.498,136.128,206489,2019,10,17
Malibu Nights,Roxy Tones,50,Malibu Nights,2019-10-11,0.767,0.651,11,-7.364,0,0.037,0.268,0.0191,0.238,0.251,119.986,148000,2019,10,11
Gangsta,Smiler,50,Gangsta,2018-01-31,0.855,0.459,4,-10.328,1,0.353,0.469,0.0,0.163,0.595,130.023,162534,2018,1,31
Salvation,The Cranberries,50,To The Faithful Departed,1996-04-30,0.327,0.979,10,-4.527,1,0.0787,0.000648,2.66e-05,0.317,0.873,169.012,142907,1996,4,30
Four Seasons,Deauxnuts,50,Four Seasons,2019-12-19,0.803,0.323,10,-11.992,1,0.422,0.458,0.901,0.145,0.512,75.019,115200,2019,12,19
Get On Up,Jodeci,50,"The Show, The After Party, The Hotel",1995-01-01,0.717,0.561,11,-7.898,1,0.245,0.567,0.0,0.439,0.673,93.116,225933,1995,1,1
Long Way Home,.Sinh,50,Long Way Home,2019-12-27,0.711,0.242,8,-13.298,1,0.259,0.632,0.742,0.0888,0.625,81.009,82963,2019,12,27
Gucci Fendi Prada,Merk & Kremont,50,Gucci Fendi Prada,2019-04-05,0.485,0.762,7,-8.909,1,0.0454,0.0126,0.0468,0.383,0.265,124.936,166560,2019,4,5
Wheelz of Steel,OutKast,50,ATLiens,1996-08-27,0.886,0.641,11,-7.263,0,0.263,0.0531,0.000542,0.113,0.489,111.649,243267,1996,8,27
Never Gonna Give You Up,The Black Keys,50,Brothers,2010-05-18,0.557,0.665,6,-6.19,0,0.0328,0.324,0.000281,0.0713,0.437,75.805,218987,2010,5,18
Flashlight,R3HAB,50,Flashlight,2014-03-24,0.705,0.949,10,-3.575,1,0.0454,0.0128,0.6,0.27,0.274,128.014,232500,2014,3,24
Nunca Voy A Olvidarte,Cristian Castro,50,Primer Amor Los Éxitos,2013-01-01,0.541,0.794,3,-7.134,1,0.0591,0.302,1.66e-05,0.326,0.615,156.089,300640,2013,1,1
Amor,Cristian Castro,50,2En1,2017-02-24,0.643,0.713,11,-11.298,1,0.0345,0.33,0.0,0.0786,0.741,128.135,299000,2017,2,24
Provócame,Chayanne,50,Provócame,1992-07-21,0.74,0.845,0,-7.786,1,0.04,0.0462,2.22e-06,0.318,0.485,119.785,249067,1992,7,21
Paradise By the Dashboard Light,Meat Loaf,50,Bat Out Of Hell,1977-11-21,0.326,0.872,2,-7.602,1,0.122,0.214,0.0,0.461,0.492,173.381,508333,1977,11,21
On A Sunday Afternoon,Lighter Shade Of Brown,50,Frost Presents...Raza Radio,2002-05-21,0.784,0.765,1,-3.545,1,0.212,0.095,0.0,0.182,0.845,94.812,212880,2002,5,21
Apollo - Radio Edit,Hardwell,50,Apollo,2013-01-11,0.56,0.742,9,-6.122,1,0.0666,0.015,0.0134,0.639,0.275,128.06,209766,2013,1,11
Nightfall by the Sea,Shaman,50,3D Audio Textures of Waves,2019-09-12,0.228,0.999,6,-16.145,0,0.0562,0.47,0.924,0.852,1e-05,108.354,177485,2019,9,12
The Only Way Is Up - Radio Edit,Martin Garrix,50,The Only Way Is Up,2015-12-11,0.593,0.81,1,-5.976,0,0.0341,0.0145,0.944,0.0906,0.173,128.067,189390,2015,12,11
Charades,Why G,50,Charades,2019-11-29,0.839,0.451,1,-11.618,1,0.392,0.0587,0.0,0.0743,0.749,147.978,173521,2019,11,29
Budokai Tenkaichi,Saramalacara,50,Budokai Tenkaichi,2019-06-30,0.893,0.327,1,-9.289,1,0.117,0.299,0.00017,0.119,0.878,130.037,142163,2019,6,30
Воу-воу палехчэ,Jah Khalib,50,E.G.O.,2018-03-16,0.809,0.526,11,-7.877,0,0.0527,0.351,3.01e-05,0.178,0.713,124.063,209591,2018,3,16
#Natural,Paty Cantú,50,#Natural,2017-10-20,0.8,0.836,0,-3.535,0,0.0568,0.114,0.0,0.134,0.816,97.023,227013,2017,10,20
Pharaohs,SBTRKT,50,SBTRKT,2011-06-27,0.795,0.578,5,-8.507,0,0.0569,0.00983,0.743,0.115,0.638,127.014,218147,2011,6,27
Shh,Rajstar,50,Shh,2020-01-03,0.629,0.379,4,-15.653,1,0.262,0.217,0.875,0.109,0.112,194.399,99033,2020,1,3
Amorita,Mujo,50,Amorita,2019-12-19,0.546,0.0526,1,-26.207,1,0.0476,0.632,0.0341,0.111,0.82,74.017,80707,2019,12,19
She's A Beauty - Remastered 1991,The Tubes,50,Outside Inside,1983-06-02,0.689,0.789,2,-8.565,1,0.0359,0.0684,0.000516,0.297,0.631,110.739,240667,1983,6,2
Jealous Guy,Donny Hathaway,50,Zealous Records Presents: Soul Sides Volume One,2005-01-01,0.534,0.411,0,-8.119,1,0.0451,0.722,1.64e-06,0.64,0.676,127.372,188160,2005,1,1
We Just Disagree,Dave Mason,50,Super Hits,1973-06-05,0.624,0.388,4,-8.465,1,0.0242,0.336,0.0,0.0918,0.445,85.925,180133,1973,6,5
White Sky,Vampire Weekend,50,Contra,2010-01-11,0.572,0.684,9,-5.64,1,0.0649,0.114,0.00785,0.364,0.908,135.926,178667,2010,1,11
AFTER,Johnny 500,50,AFTER,2019-10-18,0.705,0.663,6,-3.172,0,0.363,0.453,1.49e-05,0.0955,0.676,187.962,145446,2019,10,18
4 [bump],[bsd.u],50,BLESS Vol. 2,2018-07-11,0.826,0.391,0,-10.978,1,0.498,0.969,0.025,0.114,0.813,79.139,64719,2018,7,11
Dreaming My Dreams,The Cranberries,50,No Need To Argue,1994-10-03,0.321,0.204,0,-16.193,1,0.0319,0.131,6.93e-05,0.0776,0.439,121.805,216333,1994,10,3
Kabza,Dilpreet Dhillon,50,Dushman,2020-01-06,0.904,0.745,1,-3.602,1,0.0474,0.509,2.43e-06,0.185,0.877,96.019,184862,2020,1,6
Bury Me A G,Thug Life,50,Thug Life: Volume 1,1994-01-01,0.744,0.849,4,-8.061,0,0.326,0.409,0.0,0.251,0.621,97.995,298867,1994,1,1
Tropical Rainforest at Dawn 6,Nature Sounds,50,"Nature Sounds with Birdsong, Waves, Forest, Garden, And More Beautiful Sounds of the Earth!",2015-04-17,0.318,0.179,8,-35.427,1,0.479,0.877,3.82e-05,0.226,0.422,97.368,45000,2015,4,17
Miracle,Julian Perretta,50,Miracle,2016-01-21,0.683,0.554,7,-7.643,0,0.0928,0.36,1.08e-06,0.214,0.359,123.895,161853,2016,1,21
The Way,Trevor Omoto,50,The Way,2020-01-03,0.662,0.904,11,-3.512,0,0.109,0.0546,0.000788,0.308,0.202,128.134,204889,2020,1,3
Ain't No Sunshine,Max Oazo,50,Ain't No Sunshine,2019-08-26,0.837,0.616,10,-7.003,0,0.0417,0.0831,0.0108,0.0962,0.604,117.966,197288,2019,8,26
You Don't Want Drama,8Ball & MJG,50,Living Legends,2005-10-04,0.777,0.871,7,-5.588,1,0.236,0.00998,0.0,0.366,0.624,140.098,273973,2005,10,4
Illusion,VNV Nation,50,Judgement,2007-04-12,0.457,0.434,7,-10.445,1,0.0366,0.0839,0.00552,0.123,0.0822,180.145,286960,2007,4,12
What You're Made Of,Arrested Youth,50,Sobville (Episode I),2019-11-01,0.792,0.682,10,-5.293,1,0.0299,0.128,0.0,0.0793,0.775,93.973,188166,2019,11,1
Coming Home - Interlude,Kali Uchis,50,Isolation,2018-04-06,0.624,0.544,7,-8.004,1,0.0998,0.337,3.49e-06,0.122,0.293,87.931,159852,2018,4,6
S/O naar de...,Bizzey,50,S/O naar de...,2019-04-12,0.754,0.716,6,-6.165,0,0.0633,0.121,0.00266,0.661,0.668,95.018,157000,2019,4,12
Right Here,Jess Glynne,50,Right Here,2014-06-12,0.801,0.8,7,-5.159,1,0.0457,0.0329,1.63e-05,0.209,0.811,120.031,220549,2014,6,12
Chasing Shadows,Justin Mylo,50,Chasing Shadows,2018-04-06,0.585,0.856,0,-5.647,0,0.0584,0.0107,1.34e-05,0.0629,0.165,128.054,194992,2018,4,6
Higher,Axero,50,Higher,2019-12-13,0.814,0.617,4,-6.416,1,0.12,0.219,0.0,0.0893,0.856,112.017,164732,2019,12,13
The Kid I Used to Know,Arrested Youth,50,Sobville (Episode I),2019-11-01,0.638,0.776,9,-4.61,1,0.083,0.0731,1.9e-06,0.18,0.267,160.1,145801,2019,11,1
Rapture,Ghostemane,50,Plagues,2016-11-14,0.814,0.758,0,-6.512,1,0.384,0.185,0.091,0.204,0.82,159.94,131590,2016,11,14
Some Cut,Trillville,50,Welcome to Trillville Usa,2004-02-24,0.9,0.515,1,-6.626,1,0.372,0.00341,0.0,0.111,0.659,84.995,283455,2004,2,24
You Give Good Love,Whitney Houston,50,Whitney Houston,1985-02-14,0.559,0.365,5,-13.654,1,0.0332,0.686,0.0,0.0771,0.534,74.802,277240,1985,2,14
Scrying Through Shattered Glass,Ghostemane,50,Blackmage,2016-07-03,0.494,0.695,1,-10.566,1,0.751,0.00421,0.0158,0.223,0.0722,155.01,197077,2016,7,3
"Beware, the Sirens",Getter,50,Dahlia I,2018-02-28,0.721,0.899,10,-4.07,0,0.057,0.0116,2.51e-05,0.126,0.0385,142.018,141972,2018,2,28
Sea Sick,Fat Nick,50,Sea Sick,2017-03-13,0.827,0.771,0,-4.374,1,0.318,0.0456,0.0,0.109,0.545,149.867,166452,2017,3,13
Relaxa,Altamira,50,Relaxa,2019-10-24,0.899,0.47,10,-11.451,0,0.0903,0.0452,3.88e-06,0.0412,0.646,96.023,160000,2019,10,24
The Wave,R3HAB,50,The Wave,2018-02-09,0.748,0.406,0,-7.462,1,0.0343,0.211,0.0,0.042,0.386,79.988,158062,2018,2,9
High,Young Rising Sons,50,Young Rising Sons,2014-07-08,0.646,0.85,7,-5.145,1,0.043,0.028,7.21e-05,0.281,0.518,116.999,165720,2014,7,8
Red Right Hand - From 'Peaky Blinders' Original Soundtrack,PJ Harvey,50,Red Right Hand (From 'Peaky Blinders' Original Soundtrack),2019-10-23,0.241,0.0695,7,-21.218,1,0.0439,0.986,0.00686,0.0863,0.0374,169.846,170693,2019,10,23
Love Vigilantes - 2015 Remaster,New Order,50,Low-life,1985-05-13,0.548,0.894,7,-5.988,1,0.0349,0.00702,6.29e-06,0.081,0.8,136.12,259307,1985,5,13
"The More You Ignore Me, the Closer I Get - 2014 Remaster",Morrissey,50,Vauxhall And I (20th Anniversary Definitive Master),1994-09-09,0.409,0.66,6,-9.009,1,0.0273,0.00428,0.00285,0.14,0.793,173.879,223693,1994,9,9
The New Insane,COUNTERFEIT.,50,The New Insane,2020-01-03,0.689,0.865,6,-5.211,1,0.0962,0.000209,1.26e-05,0.0978,0.589,105.001,172453,2020,1,3
Криминал,N1NT3ND0,50,N1NT3ND0,2011-01-21,0.717,0.411,4,-8.34,0,0.233,0.544,0.000633,0.0766,0.244,85.017,233546,2011,1,21
Doberman,Matisse & Sadko,50,Doberman,2019-09-13,0.535,0.986,6,-4.919,1,0.0711,0.0223,0.779,0.743,0.362,124.975,180960,2019,9,13
Lovin' So Hard,Becky G,50,Lovin' So Hard,2015-04-07,0.603,0.828,9,-5.664,1,0.0505,0.0616,3.26e-05,0.138,0.551,77.5,221453,2015,4,7
Soledad,Don Omar,50,The Last Don II,2015-06-16,0.62,0.876,9,-4.41,0,0.101,0.0911,0.0,0.376,0.645,195.996,192053,2015,6,16
Inception (Ultra Live Anthem 2019),Lucas & Steve,50,Inception (Ultra Live Anthem 2019),2019-04-26,0.592,0.776,6,-6.634,1,0.0312,0.0293,0.188,0.29,0.174,127.993,186549,2019,4,26
Tao Lang,Loonie,50,Ultrasound,2013-01-01,0.761,0.964,1,-2.784,1,0.069,0.243,0.0,0.221,0.807,103.032,255387,2013,1,1
L'amour ne suffit pas,Singuila,50,L'amour ne suffit pas,2019-10-11,0.613,0.689,11,-4.217,0,0.24,0.0452,0.0,0.153,0.573,199.984,244800,2019,10,11
Jee Karda,F1rstman,50,Jee Karda,2019-12-06,0.757,0.781,3,-5.23,0,0.127,0.0355,0.0,0.0555,0.69,99.929,194550,2019,12,6
Turning Japanese - Non Stop Edit,The Vapors,50,New Clear Days,1980-07-01,0.503,0.908,0,-5.845,1,0.0641,0.0273,7.88e-05,0.396,0.92,179.929,224107,1980,7,1
Soldier of Fortune,Deep Purple,50,The Platinum Collection,2005-06-17,0.456,0.395,2,-10.129,0,0.0293,0.359,0.000173,0.0984,0.243,132.611,195160,2005,6,17
Long Time Coming,Caitlyn Smith,50,Long Time Coming,2020-01-10,0.242,0.591,7,-3.475,0,0.0505,0.0976,1.72e-05,0.122,0.321,198.732,204360,2020,1,10
Detrás de Ti,Caifanes,50,El Diablito,1990-06-19,0.576,0.708,7,-10.319,1,0.0401,0.0729,0.000581,0.0756,0.718,140.703,219267,1990,6,19
Back 2 U (feat. WALK THE MOON),Steve Aoki,50,Back 2 U (feat. WALK THE MOON),2016-05-19,0.635,0.875,10,-6.221,1,0.0512,0.021,7.94e-06,0.139,0.545,126.034,275977,2016,5,19
