track_name,track_artist,track_popularity,track_album_name,track_album_release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,release_year,release_month,release_day,key_name,duration_min,duration_sec
Eres Tú,Mac Gregor,39,Eres Tú,2019-09-20,0.609,0.0926,9,-16.46,0,0.102,0.573,0.0,0.104,0.668,124.395,159840,2019,9,20,A,2.664,159.84
Island Boy (feat. Elephant Man & GC (Gate Citizens)),Showtek,39,Island Boy (feat. Elephant Man & GC (Gate Citizens)),2019-11-08,0.558,0.981,8,-2.249,0,0.0593,0.00268,0.000552,0.393,0.673,125.957,194762,2019,11,8,G#/Ab,3.2460333333333335,194.762
DMT - Original Mix,CamelPhat,39,The Solution,2018-07-20,0.875,0.744,8,-5.71,1,0.0767,0.000531,0.815,0.703,0.346,124.999,422208,2018,7,20,G#/Ab,7.0368,422.208
Desierto,Simah,39,Desierto,2019-03-22,0.631,0.674,0,-9.423,1,0.198,0.405,0.0021,0.321,0.408,147.624,173044,2019,3,22,C,2.884066666666667,173.044
Heaven,The Psychedelic Furs,39,All Of This And Nothing,1988-01-01,0.539,0.565,0,-14.124,1,0.0321,0.189,9.24e-06,0.0996,0.517,137.472,207307,1988,1,1,C,3.4551166666666666,207.307
Esto Es Real (8100mg),Combo Chimbita,39,Esto Es Real (8100mg),2019-03-28,0.601,0.806,8,-4.863,0,0.0321,0.000974,0.206,0.107,0.744,104.928,298520,2019,3,28,G#/Ab,4.975333333333333,298.52
DyingLight,BONES,39,DyingLight,2019-05-24,0.853,0.39,11,-11.705,0,0.129,0.197,3.82e-05,0.108,0.133,125.003,140000,2019,5,24,B,2.3333333333333335,140.0
Avanti Avanti (feat. Celo & Abdi & Hanybal),Reda Rwena,39,Avanti Avanti (feat. Celo & Abdi & Hanybal),2018-09-14,0.728,0.861,8,-4.833,1,0.374,0.119,0.0,0.134,0.811,121.442,217000,2018,9,14,G#/Ab,3.6166666666666667,217.0
Cold as Stone - Kaskade's Sunsoaked Mix,Kaskade,39,Cold as Stone (Remixes),2018-05-04,0.466,0.585,4,-5.347,0,0.0432,0.288,0.0,0.212,0.289,126.054,203613,2018,5,4,E,3.39355,203.613
Beauty Queen,BLVK SWVN,39,Beauty Queen,2019-12-13,0.418,0.992,5,-1.77,0,0.156,0.00886,0.293,0.941,0.113,129.991,214384,2019,12,13,F,3.5730666666666666,214.384
Hit or Miss,Winter Havens,39,Hit or Miss,2020-01-03,0.819,0.548,1,-6.612,1,0.0734,0.00548,0.0,0.0983,0.283,120.042,172000,2020,1,3,C#/Db,2.8666666666666667,172.0
Amor Narcótico,ChiChi Peralta,39,Pa' Otro La 'O,1997-07-01,0.704,0.687,8,-10.302,1,0.133,0.473,0.0,0.0784,0.645,111.932,316960,1997,7,1,G#/Ab,5.282666666666667,316.96
Changes,Faul & Wad Ad,39,Changes,2013-11-15,0.822,0.704,3,-8.242,0,0.0374,0.00864,0.627,0.0633,0.255,125.999,345173,2013,11,15,D#/Eb,5.752883333333333,345.173
No Surprise - Edit,Theory of a Deadman,39,Gasoline (Special Edition),2005-03-28,0.473,0.839,1,-4.52,0,0.0475,0.000289,0.0,0.273,0.329,129.829,220093,2005,3,28,C#/Db,3.6682166666666665,220.093
Forever Fame,Upchurch,39,Creeker 2,2019-04-20,0.491,0.648,0,-5.645,1,0.0287,0.0225,0.0,0.122,0.309,179.932,141269,2019,4,20,C,2.3544833333333335,141.269
Tempted To Touch (feat. Rupee),Zaeden,39,Tempted To Touch (feat. Rupee),2018-06-08,0.751,0.674,0,-7.367,1,0.072,0.0184,0.0,0.11,0.577,107.889,189444,2018,6,8,C,3.1574,189.444
Mash,J Dilla,39,Donuts,2006-02-07,0.688,0.812,8,-6.463,0,0.3,0.581,0.863,0.412,0.26,101.579,91080,2006,2,7,G#/Ab,1.518,91.08
Even Angels,Radio Free Universe,39,Even Angels,2019-09-06,0.628,0.797,7,-5.728,1,0.0265,0.127,1.43e-05,0.134,0.349,119.034,232220,2019,9,6,G,3.8703333333333334,232.22
Taller Than You,Mamamoo,39,Taller Than You,2016-02-12,0.937,0.685,4,-4.042,0,0.273,0.0796,0.0,0.145,0.732,100.058,185682,2016,2,12,E,3.0947,185.682
Falling,Nana Mellie,39,Falling,2018-09-02,0.753,0.734,2,-4.576,1,0.0306,0.404,2.27e-06,0.378,0.693,113.023,208023,2018,9,2,D,3.46705,208.023
Dark Poetry,SGD Vedoe,39,Dark Poetry,2019-08-30,0.658,0.558,5,-7.756,0,0.322,0.258,0.0,0.116,0.3,153.34,128705,2019,8,30,F,2.1450833333333335,128.705
"Mind, Body, Soul",Road Kahan,39,"Mind, Body, Soul",2019-11-08,0.631,0.671,10,-7.15,0,0.0331,0.0301,0.624,0.0952,0.035,114.011,192187,2019,11,8,A#/Bb,3.203116666666667,192.187
Safe Dream,Tep No,39,Safe Dream,2015-09-02,0.528,0.427,11,-8.926,0,0.0347,0.826,0.0,0.122,0.195,141.866,189071,2015,9,2,B,3.1511833333333334,189.071
The Coming Storm,Matt Moore,39,The Coming Storm,2017-06-09,0.479,0.963,2,-3.045,1,0.0796,7.72e-05,0.0376,0.0831,0.211,92.022,247278,2017,6,9,D,4.1213,247.278
Lass rauchen,Haftbefehl,39,Kanackis,2012-02-10,0.683,0.835,5,-6.394,0,0.392,0.0943,0.0,0.0866,0.471,91.248,162867,2012,2,10,F,2.71445,162.867
Royal Flush (feat. André 3000 & Raekwon),Big Boi,39,Royal Flush (feat. André 3000 & Raekwon),2008-04-26,0.719,0.671,11,-6.881,1,0.404,0.175,0.0,0.133,0.704,94.983,195360,2008,4,26,B,3.2560000000000002,195.36
let me know,blanchehor,39,let me know,2019-11-09,0.704,0.584,6,-7.384,0,0.026,0.324,0.0979,0.0965,0.752,102.987,220631,2019,11,9,F#/Gb,3.6771833333333332,220.631
Words To Say,WVLNGTH,39,Words To Say,2019-12-06,0.56,0.817,10,-4.717,1,0.216,0.0108,0.0,0.281,0.421,124.947,221040,2019,12,6,A#/Bb,3.6839999999999997,221.04
Señora,Kate Candela,39,Señora,2020-01-02,0.75,0.856,0,-3.703,1,0.0432,0.276,6.91e-05,0.214,0.732,97.019,254667,2020,1,2,C,4.24445,254.667
Be That Way,Jelly Roll,39,Waylon & Willie,2017-11-03,0.674,0.67,7,-6.457,1,0.061,0.204,0.0,0.289,0.371,143.948,246938,2017,11,3,G,4.115633333333333,246.938
Real Niggaz Don't Die,N.W.A.,39,N.W.A. Greatest Hits,1996-07-02,0.709,0.915,7,-5.743,1,0.237,0.0226,0.000282,0.221,0.576,91.611,223693,1996,7,2,G,3.728216666666667,223.693
Nobody Knows,Hiroomi Tosaka,39,Who Are You?,2020-01-08,0.617,0.885,8,-3.989,0,0.0375,0.0169,0.0,0.326,0.768,139.95,221233,2020,1,8,G#/Ab,3.6872166666666666,221.233
Hard Pass,Tritonal,39,Hard Pass,2019-02-15,0.578,0.696,0,-4.302,0,0.0317,0.382,0.0,0.212,0.519,104.991,236139,2019,2,15,C,3.9356500000000003,236.139
Truth To the Weak (Not Built To Collapse),Fire From The Gods,39,Truth To the Weak (Not Built To Collapse),2019-07-26,0.492,0.939,1,-4.788,0,0.369,0.0389,0.0,0.23,0.576,163.026,217133,2019,7,26,C#/Db,3.6188833333333337,217.133
Delicia Tchu Tcha Tcha,Mike Moonnight,39,Delicia Tchu Tcha Tcha,2019-02-08,0.823,0.925,2,-3.644,1,0.0309,0.0557,1.82e-05,0.101,0.925,130.029,254151,2019,2,8,D,4.23585,254.151
Moving On,Dosk,39,Moving On,2019-12-27,0.588,0.581,3,-9.581,1,0.0321,0.115,0.0,0.513,0.453,127.971,200640,2019,12,27,D#/Eb,3.344,200.64
No Llores,Jay Kalyl,39,No Llores,2019-12-27,0.699,0.873,6,-3.335,0,0.058,0.333,2.49e-06,0.329,0.928,96.006,240862,2019,12,27,F#/Gb,4.014366666666667,240.862
The Universe Is Ours,Headhunterz,39,The Universe Is Ours,2015-12-14,0.398,0.906,6,-3.521,0,0.0538,0.00677,0.0111,0.372,0.266,127.97,214766,2015,12,14,F#/Gb,3.5794333333333332,214.766
Illegaller Lifestyle,18 Karat,39,PUSHA,2017-04-07,0.547,0.612,1,-5.305,0,0.413,0.0973,0.0,0.0597,0.267,91.919,143049,2017,4,7,C#/Db,2.38415,143.049
September Song - Indian Summer Mix,JP Cooper,39,September Song (Remixes),2017-03-24,0.614,0.802,0,-3.872,0,0.0306,0.023,0.0,0.0589,0.666,96.026,215031,2017,3,24,C,3.58385,215.031
Hey Jude - Remastered 2009,The Beatles,39,Past Masters (Vols. 1 & 2 / Remastered),1988-03-07,0.399,0.573,10,-9.44,1,0.0253,0.0293,2.83e-05,0.0914,0.649,147.114,429933,1988,3,7,A#/Bb,7.16555,429.933
Sweet Emotion - Single Version,Aerosmith,39,Aerosmith's Greatest Hits,1980-11-11,0.473,0.787,2,-9.898,1,0.0317,0.0131,0.000876,0.0913,0.603,99.893,192733,1980,11,11,D,3.212216666666667,192.733
Bong,Deniz Koyu,39,Bong,2012-02-27,0.464,0.995,6,-3.705,1,0.163,0.0126,0.777,0.241,0.351,127.994,362930,2012,2,27,F#/Gb,6.0488333333333335,362.93
25 or 6 to 4,Chicago,39,Chicago IX: Chicago's Greatest Hits,1975-11-10,0.612,0.869,7,-9.866,1,0.0515,0.241,0.0367,0.0858,0.771,147.502,293093,1975,11,10,G,4.884883333333334,293.093
Bad Look,Charming Horses,39,Bad Look,2019-08-02,0.69,0.785,0,-3.105,0,0.11,0.157,3.62e-06,0.155,0.889,102.044,157647,2019,8,2,C,2.62745,157.647
Fv3K,Panski,39,Fv3K,2019-06-21,0.72,0.489,11,-9.907,1,0.0817,0.0373,0.00481,0.113,0.506,108.003,203000,2019,6,21,B,3.3833333333333333,203.0
Watch The Sunrise - Radio Edit,Axwell,39,Watch The Sunrise,2005-05-23,0.651,0.942,6,-6.068,0,0.1,0.0338,0.0424,0.207,0.671,128.064,204480,2005,5,23,F#/Gb,3.408,204.48
Midnight Pretenders,Tomoko Aran,39,浮遊空間,1983-09-25,0.757,0.337,0,-14.937,0,0.0313,0.2,0.0,0.0677,0.559,92.864,345267,1983,9,25,C,5.75445,345.267
Loco,Beéle,39,Loco,2019-08-08,0.849,0.569,6,-6.14,1,0.126,0.155,2.18e-05,0.0696,0.766,105.038,207856,2019,8,8,F#/Gb,3.4642666666666666,207.856
LFT,Quadron,39,Avalanche,2013-05-31,0.73,0.623,9,-6.5,0,0.0876,0.594,0.000144,0.15,0.873,96.067,209867,2013,5,31,A,3.497783333333333,209.867
Go Out,Lil Toe,39,Go Out,2018-01-16,0.747,0.505,11,-10.409,1,0.232,0.195,0.00449,0.12,0.434,149.872,120202,2018,1,16,B,2.0033666666666665,120.202
Tachyon,Acidic Base,39,Tachyon,2019-12-16,0.425,0.88,11,-4.931,0,0.0459,0.00579,0.926,0.0828,0.063,179.658,230374,2019,12,16,B,3.839566666666667,230.374
I Found Love (On A Lonely Highway),Jeff Floyd,39,Powerhouse,2001-02-20,0.794,0.688,7,-7.282,1,0.0447,0.0406,0.000187,0.271,0.567,102.088,453533,2001,2,20,G,7.558883333333333,453.533
Fbgm,Ramirez,39,Blood Diamonds 2,2018-06-04,0.762,0.976,4,-3.576,1,0.237,0.482,0.0,0.1,0.813,163.024,129571,2018,6,4,E,2.1595166666666668,129.571
Burreros,Cartel De Santa,39,Cartel De Santa,2004-12-06,0.757,0.858,0,-7.963,0,0.0777,0.00281,0.348,0.403,0.881,155.964,185133,2004,12,6,C,3.08555,185.133
Hell To Pay,Michael Shynes,39,Hell To Pay,2019-11-15,0.619,0.35,4,-10.625,0,0.0314,0.0343,0.0127,0.116,0.0695,74.969,230801,2019,11,15,E,3.846683333333333,230.801
Sweet Dreams,Wolfgang Lohr,39,Sweet Dreams (Electro Swing),2019-10-18,0.722,0.843,8,-7.107,1,0.0728,0.0438,0.0038,0.346,0.738,123.888,189677,2019,10,18,G#/Ab,3.161283333333333,189.677
Over - Zonderling Edit,Dannic,39,Over (Zonderling Edit),2019-05-10,0.817,0.943,7,-3.825,0,0.0859,0.653,0.882,0.294,0.153,124.932,180462,2019,5,10,G,3.0077,180.462
Beat Of Your Heart,Disco Fries,39,Beat Of Your Heart,2019-11-15,0.65,0.658,9,-4.319,1,0.0331,0.108,0.000312,0.117,0.472,128.036,162187,2019,11,15,A,2.703116666666667,162.187
I Just Wanna Know,2Scratch,39,I Just Wanna Know,2018-05-09,0.667,0.411,6,-12.624,0,0.108,0.0856,0.00197,0.0916,0.1,128.05,225000,2018,5,9,F#/Gb,3.75,225.0
Smile,Prince Paris,39,Smile,2019-04-26,0.776,0.598,11,-5.102,1,0.19,0.151,2.05e-05,0.0858,0.419,117.105,221549,2019,4,26,B,3.6924833333333336,221.549
Hasta Verla Sin Na (feat. Arcangel),Tony Dize,39,Hasta Verla Sin Na (feat. Arcangel),2014-06-13,0.738,0.793,1,-4.051,0,0.0533,0.0885,0.0,0.139,0.683,93.993,213587,2014,6,13,C#/Db,3.5597833333333333,213.587
Meet You There,Max Lean,39,Meet You There,2019-11-15,0.669,0.552,9,-6.309,1,0.034,0.165,0.0,0.331,0.475,126.09,157164,2019,11,15,A,2.6193999999999997,157.164
7 Nation Army,Hayseed Dixie,39,"Grasswhoopin' Party Pack, Vol. 1",2013-08-12,0.726,0.464,0,-8.821,1,0.0754,0.662,0.11,0.1,0.746,83.761,176841,2013,8,12,C,2.94735,176.841
Clockwise,Alexander Lewis,39,OMNI.,2018-06-01,0.608,0.938,11,-2.681,0,0.287,0.0332,0.0,0.31,0.436,134.198,218624,2018,6,1,B,3.643733333333333,218.624
Out of Control,Two Figures,39,Out of Control,2017-02-24,0.868,0.579,2,-6.141,1,0.047,0.0781,0.000591,0.128,0.416,123.005,190423,2017,2,24,D,3.1737166666666665,190.423
Old Graffiti,Bibio,39,Old Graffiti,2019-03-26,0.639,0.914,10,-7.189,0,0.0394,0.277,0.802,0.0382,0.966,94.823,208853,2019,3,26,A#/Bb,3.4808833333333333,208.853
4 Loko,BVDGE,39,4 Loko,2019-12-20,0.822,0.893,7,-3.507,0,0.0655,0.491,0.0581,0.126,0.767,80.025,170998,2019,12,20,G,2.8499666666666665,170.998
Nothing Like Loving You,Amerie,39,All I Have,2002-07-30,0.739,0.48,8,-8.116,0,0.0412,0.222,9.88e-06,0.122,0.663,140.071,231467,2002,7,30,G#/Ab,3.8577833333333333,231.467
John Doe featuring MZ Lelee,Public Announcement,39,Don't Hold Back,2001-01-09,0.792,0.454,5,-6.098,1,0.0607,0.00746,1.6e-05,0.256,0.0599,108.415,263200,2001,1,9,F,4.386666666666667,263.2
Mono,Sacred Animals,39,Mono,2019-09-27,0.612,0.824,6,-7.498,0,0.0297,0.00118,0.0438,0.0703,0.543,92.513,199621,2019,9,27,F#/Gb,3.3270166666666667,199.621
Kostbaar,Yung Felix,39,Kostbaar,2019-03-15,0.63,0.61,9,-6.262,0,0.109,0.103,1.2e-05,0.0862,0.217,120.144,178250,2019,3,15,A,2.970833333333333,178.25
Bury Me In Gold,Big K.R.I.T.,39,4eva Is A Mighty Long Time,2017-10-27,0.527,0.772,9,-5.313,1,0.0765,0.0248,4.81e-06,0.108,0.438,97.948,264520,2017,10,27,A,4.408666666666666,264.52
Love Me,Jane XØ,39,Love Me,2016-11-11,0.384,0.765,1,-1.826,1,0.0522,0.602,0.000266,0.197,0.429,83.454,211088,2016,11,11,C#/Db,3.518133333333333,211.088
"Hurry, Hurry",Air Traffic Controller,39,Nordo,2012-06-26,0.612,0.913,9,-4.668,1,0.0492,0.0015,0.0,0.117,0.803,120.001,203267,2012,6,26,A,3.387783333333333,203.267
Don't Stop The Rock,Freestyle,39,Don't Stop The Rock,2007-08-14,0.951,0.736,10,-8.286,1,0.0599,0.098,0.000217,0.307,0.558,121.075,330693,2007,8,14,A#/Bb,5.51155,330.693
Illusion,VIVID,39,Illusion,2019-12-20,0.586,0.899,5,-3.663,0,0.0517,0.000498,0.0335,0.117,0.18,125.976,177262,2019,12,20,F,2.9543666666666666,177.262
Records (feat. Hier),Y.V.E. 48,39,Records (feat. Hier),2016-12-29,0.789,0.786,9,-8.093,0,0.0766,0.0286,0.273,0.467,0.253,119.968,214000,2016,12,29,A,3.566666666666667,214.0
Bottles,Jacala,39,Bottles,2019-08-23,0.847,0.89,1,-4.364,0,0.125,0.0477,0.00506,0.134,0.714,118.989,155587,2019,8,23,C#/Db,2.5931166666666665,155.587
Rukus,$uicideBoy$,39,Badshit (Bootleg),2017-04-01,0.784,0.925,6,-2.51,0,0.0883,0.00269,0.0,0.345,0.208,149.98,128052,2017,4,1,F#/Gb,2.1342,128.052
A Dios Le Pido - MTV Unplugged,Juanes,39,Tr3s Presents Juanes MTV Unplugged,2012-01-01,0.592,0.909,7,-6.763,1,0.0697,0.213,0.0,0.917,0.441,97.036,221893,2012,1,1,G,3.6982166666666667,221.893
Damn Daniel - Radio Mix,Bombs Away,39,Damn Daniel (Bombs Away Remix),2016-03-04,0.71,0.964,1,-1.257,0,0.0502,0.0314,0.0145,0.294,0.72,128.068,163000,2016,3,4,C#/Db,2.716666666666667,163.0
It's Time - Live London Sessions / 2013,Imagine Dragons,39,Imagine Dragons (Live London Sessions),2013-01-01,0.525,0.497,8,-7.913,1,0.0285,0.108,0.0,0.095,0.394,101.868,249880,2013,1,1,G#/Ab,4.164666666666666,249.88
Just Can't Let Go,Sir Charles Jones,39,The Best of Sir Charles Jones - For Your Love,2008-01-10,0.804,0.398,5,-7.571,1,0.0428,0.722,0.0,0.0346,0.61,82.477,280173,2008,1,10,F,4.66955,280.173
Changes,Charles Bradley,39,Changes,2016-04-01,0.41,0.449,0,-8.14,1,0.0346,0.00584,0.00133,0.067,0.307,148.119,342999,2016,4,1,C,5.7166500000000005,342.999
Libella Swing,Parov Stelar,39,The Art Of Sampling (Deluxe Version),2013-01-01,0.86,0.736,9,-7.582,1,0.0501,0.031,0.89,0.228,0.493,124.015,245787,2013,1,1,A,4.09645,245.787
All That I Am,Joe,39,All That I Am,1997-09-23,0.441,0.404,6,-11.524,0,0.0303,0.311,0.0,0.212,0.119,84.259,252120,1997,9,23,F#/Gb,4.202,252.12
Scratch Marchin',Kormac,39,Scratch Marchin',2007-03-27,0.915,0.583,2,-11.096,0,0.217,0.0434,0.00635,0.218,0.837,100.004,201692,2007,3,27,D,3.3615333333333335,201.692
Falling for You,Tamia,39,Tamia,1998-10-26,0.789,0.753,4,-7.395,0,0.0324,0.106,4.08e-05,0.298,0.81,110.544,311600,1998,10,26,E,5.193333333333333,311.6
Somebody For Me,Heavy D & The Boyz,39,Big Tyme,1989-01-01,0.779,0.46,4,-17.053,0,0.101,0.039,0.0304,0.0292,0.476,105.419,303400,1989,1,1,E,5.056666666666667,303.4
Closer,Corinne Bailey Rae,39,The Sea,2010-01-01,0.741,0.481,0,-7.008,0,0.0479,0.498,0.00321,0.0908,0.685,140.511,257240,2010,1,1,C,4.287333333333334,257.24
"Da' Butt - From The ""School Daze"" Soundtrack",E.U.,39,School Daze (Original Motion Picture Soundtrack),1988-01-01,0.656,0.886,10,-12.787,0,0.0557,0.0219,0.00042,0.0656,0.747,97.12,314360,1988,1,1,A#/Bb,5.239333333333334,314.36
Dollar Bill (feat. Kid Ink),Phoebe Ryan,39,Dollar Bill (feat. Kid Ink),2016-07-08,0.648,0.762,4,-5.116,1,0.0667,0.0441,0.0,0.127,0.581,87.969,226973,2016,7,8,E,3.7828833333333334,226.973
Amsterdam,Olly James,39,Amsterdam,2020-01-10,0.518,0.914,1,-4.853,1,0.0425,7.73e-05,0.709,0.609,0.154,130.197,167077,2020,1,10,C#/Db,2.7846166666666665,167.077
Escape,Thomas Gold,39,Escape,2020-01-17,0.438,0.767,3,-4.335,1,0.0422,0.0173,0.0,0.116,0.244,127.96,191719,2020,1,17,D#/Eb,3.1953166666666664,191.719
I Wanna Love You,Jade,39,Jade To The Max,1992-11-13,0.731,0.707,0,-9.79,0,0.0769,0.0596,0.00654,0.264,0.838,200.306,271400,1992,11,13,C,4.5233333333333325,271.4
Make It Pop,Nonsens,39,Make It Pop,2018-05-04,0.853,0.982,8,-2.653,0,0.118,0.00232,0.19,0.157,0.177,126.011,236190,2018,5,4,G#/Ab,3.9365,236.19
That Thing You Do,Ellem,39,That Thing You Do,2016-09-05,0.755,0.937,8,-3.623,0,0.0891,0.0114,0.000233,0.0772,0.59,119.979,188000,2016,9,5,G#/Ab,3.1333333333333333,188.0
Gunnin' for You,Nick Nolan,39,Dark Country,2015-02-27,0.15,0.7,7,-5.113,1,0.0359,0.0212,0.483,0.104,0.341,66.76,218293,2015,2,27,G,3.6382166666666667,218.293
Jezebel,Sade,39,Promise,1985-10-10,0.579,0.228,2,-12.422,0,0.0291,0.788,8.35e-05,0.12,0.184,92.439,328655,1985,10,10,D,5.477583333333333,328.655
Himno a la Jauria,Cartel De Santa,39,Vol. II,2004-07-28,0.867,0.711,7,-5.035,1,0.164,0.0581,0.0,0.371,0.717,94.983,218173,2004,7,28,G,3.636216666666667,218.173
Only Love - Luca Schreiner Island House Mix,Shaggy,39,Only Love (Luca Schreiner Island House Mix),2015-11-06,0.588,0.859,10,-3.863,1,0.0487,0.0238,0.0,0.195,0.356,119.802,206000,2015,11,6,A#/Bb,3.433333333333333,206.0
Piano Song,Eryn Allen Kane,39,Aviary: Act 1,2015-11-17,0.469,0.518,0,-6.206,1,0.0526,0.669,8.59e-06,0.0869,0.163,59.381,255760,2015,11,17,C,4.262666666666666,255.76
Keep On Breaking My Heart,Seramic,39,Keep On Breaking My Heart,2019-02-22,0.505,0.267,9,-7.372,1,0.0386,0.793,0.0,0.154,0.236,127.769,210352,2019,2,22,A,3.505866666666667,210.352
Fever,Brasstracks,39,Fever,2017-07-21,0.697,0.555,1,-6.119,0,0.0545,0.175,0.855,0.0386,0.737,91.939,239398,2017,7,21,C#/Db,3.9899666666666667,239.398
The Touch,Otis Junior,39,The Touch,2019-06-04,0.774,0.432,2,-5.806,0,0.084,0.315,0.0,0.334,0.727,94.951,153474,2019,6,4,D,2.5578999999999996,153.474
The Only Way Out,Andra Day,39,The Only Way Out,2016-07-29,0.499,0.337,2,-8.896,1,0.0428,0.743,0.0,0.12,0.375,84.567,223747,2016,7,29,D,3.729116666666667,223.747
Into The Wild,Kovan,39,Into The Wild,2017-09-16,0.542,0.845,4,-5.148,1,0.0491,0.162,0.0,0.594,0.227,128.068,194000,2017,9,16,E,3.2333333333333334,194.0
Cannonball,Dijon,39,Cannonball,2019-02-06,0.51,0.294,1,-8.24,0,0.0565,0.283,0.0,0.0825,0.396,121.442,159150,2019,2,6,C#/Db,2.6525000000000003,159.15
COUNT YAH BLESSINGS,Chivv,39,"2 Borden, 1 Tafel",2019-08-29,0.824,0.614,2,-7.277,0,0.261,0.134,0.000252,0.0565,0.473,100.249,223089,2019,8,29,D,3.71815,223.089
Femininity,Eric Benét,39,True To Myself,1996-09-24,0.677,0.63,6,-4.778,1,0.05,0.102,0.0,0.0554,0.625,72.954,288600,1996,9,24,F#/Gb,4.8100000000000005,288.6
Volta,Fly,39,Volta,2019-12-20,0.591,0.639,2,-5.166,0,0.0925,0.22,0.0,0.088,0.318,75.563,180817,2019,12,20,D,3.0136166666666666,180.817
Every Breath You Take,Camishe,39,Every Breath You Take,2019-04-25,0.852,0.67,8,-6.534,1,0.039,0.305,0.026,0.0935,0.675,120.02,212500,2019,4,25,G#/Ab,3.5416666666666665,212.5
Weight Of It All,Handsome Ghost,39,Steps,2015-03-10,0.577,0.572,1,-8.908,1,0.114,0.141,4.02e-05,0.209,0.394,166.099,205707,2015,3,10,C#/Db,3.4284499999999998,205.707
Believe,Raheem DeVaughn,39,The Love Experience,2005-05-04,0.622,0.312,3,-7.834,0,0.049,0.493,0.0,0.144,0.518,123.821,312920,2005,5,4,D#/Eb,5.215333333333334,312.92
Sleep at Night,Hayley Gene Penner,39,Sleep at Night,2018-04-13,0.805,0.496,7,-7.702,1,0.0595,0.536,0.0,0.125,0.545,126.104,219807,2018,4,13,G,3.6634499999999997,219.807
I Heard It Through The Grapevine,Saxity,39,I Heard It Through The Grapevine,2019-06-14,0.659,0.866,1,-7.209,1,0.0308,0.00245,0.087,0.189,0.911,123.991,195484,2019,6,14,C#/Db,3.2580666666666667,195.484
The Barrel,Aldous Harding,39,Designer,2019-04-26,0.732,0.408,11,-8.475,1,0.036,0.747,0.000229,0.069,0.663,87.016,299440,2019,4,26,B,4.990666666666667,299.44
Where R U,Gaullin,39,Where R U,2018-03-14,0.838,0.619,3,-9.338,0,0.0627,0.0203,0.000256,0.174,0.0986,128.061,155664,2018,3,14,D#/Eb,2.5944,155.664
Dripping,Dalua,39,Dripping,2019-11-20,0.639,0.384,10,-14.283,0,0.234,0.359,0.0,0.126,0.755,135.903,197693,2019,11,20,A#/Bb,3.2948833333333334,197.693
Talvez Bem Mais,Clara Lima,39,Selfie,2019-11-22,0.75,0.696,8,-6.025,0,0.146,0.618,4.79e-05,0.15,0.65,149.943,205924,2019,11,22,G#/Ab,3.4320666666666666,205.924
A Wake (feat. Evan Roman),Macklemore & Ryan Lewis,39,The Heist,2012-10-10,0.687,0.736,10,-7.481,1,0.106,0.165,0.00502,0.0711,0.449,101.151,226049,2012,10,10,A#/Bb,3.7674833333333333,226.049
Hangover,Thomas Gold,39,Hangover,2019-07-26,0.675,0.87,1,-4.673,1,0.0866,0.0277,0.404,0.208,0.377,127.001,164409,2019,7,26,C#/Db,2.74015,164.409
Little Things - Main,India.Arie,39,Voyage To India - Special Edition,2002-09-24,0.789,0.513,8,-9.193,1,0.109,0.072,0.00175,0.181,0.547,92.981,209387,2002,9,24,G#/Ab,3.4897833333333335,209.387
More Of You,Hillsong Young & Free,39,III,2018-06-29,0.544,0.674,6,-4.963,1,0.029,0.0763,0.0,0.148,0.469,128.014,214867,2018,6,29,F#/Gb,3.5811166666666665,214.867
C'est La Vie,Robbie Nevil,39,The Best Of Robbie Neville,1998-03-12,0.729,0.798,7,-12.868,1,0.0552,0.533,0.00032,0.725,0.565,102.108,271667,1998,3,12,G,4.527783333333333,271.667
I Will Trust,Fred Hammond,39,I Will Trust,2014-11-14,0.208,0.572,3,-4.369,0,0.0386,0.251,1.1e-06,0.0935,0.144,171.135,394840,2014,11,14,D#/Eb,6.580666666666667,394.84
Bossen,Hansie,39,Bossen,2018-11-23,0.906,0.706,6,-6.458,0,0.196,0.195,8.79e-05,0.0561,0.679,98.026,192077,2018,11,23,F#/Gb,3.2012833333333335,192.077
Open Up,Josha Daniel,39,Open Up,2019-10-25,0.512,0.757,9,-7.98,0,0.0274,0.00507,0.948,0.298,0.329,116.016,231207,2019,10,25,A,3.85345,231.207
Life Time Warranty,Cyberbully Mom Club,39,Amy Locust Whatever,2015-01-21,0.571,0.307,4,-17.542,0,0.0383,0.689,0.926,0.128,0.447,129.227,203651,2015,1,21,E,3.3941833333333333,203.651
Don't Leave Me,Blackstreet,39,Cool - R&B,2009-01-01,0.76,0.579,5,-4.278,1,0.0309,0.0323,0.0,0.112,0.686,81.837,310467,2009,1,1,F,5.174449999999999,310.467
Conclusion,NOLAN,39,Before the Suns Up,2019-06-04,0.632,0.469,6,-8.856,0,0.0705,0.198,3.91e-05,0.143,0.446,83.001,149250,2019,6,4,F#/Gb,2.4875,149.25
Ран Вася Ран,N1NT3ND0,39,N1NT3ND0,2011-06-22,0.89,0.735,6,-6.412,0,0.456,0.0987,0.000161,0.179,0.257,79.98,198113,2011,6,22,F#/Gb,3.3018833333333335,198.113
Yl,Aivarask,39,Yl,2018-05-10,0.655,0.545,8,-9.796,0,0.318,0.154,6.02e-05,0.104,0.648,128.068,220212,2018,5,10,G#/Ab,3.6702,220.212
